# Reviews By User,User URL,State,Username,Country,Date Review Given,Invited,Review URL,Review Title,Review Body,Date of Experience,Rating,Company,Unfair
1,https://www.trustpilot.com/users/63e84730f1a96d0011965bba,,JR,US,11-Feb-23,False,https://www.trustpilot.com/reviews/63e8474c9b64b1bdaf5498dc,Lyft does not care about customers or drivers,"clearly lyft does not care at all about its riders or its drivers. they use an algorithm to maximize profits based on people who choose premium rides. this leaves most people frustrated and upset. everyone i talk says they hate them. now, i do too.",2023-02-11,1,Lyft,
3,https://www.trustpilot.com/users/5fdcc35effeacb001912a253,,carol debra l,CA,6 days ago,False,https://www.trustpilot.com/reviews/63ea71b4745e480021a3e8d7,Driver went to wrong address,"driver went to wrong address. no show, a few days ago up to four drivers were close and turned away. used to be a good service. now drivers are unreliable,  i will no longer use this service,",2023-02-13,1,Lyft,
1,https://www.trustpilot.com/users/63e4f6c5719879001246bae9,,Aiesha Goodman,US,9-Feb-23,False,https://www.trustpilot.com/reviews/63e4f6cf745e4800219faedc,Lyft makes me late on a regular …,lyft makes me late for work on the regular. i order a lyft 45 minutes before i even have to be at work because i know how ignorant they allow their drivers to be. to make someone wait 14 minutes for you headed their way and have them get 3 minutes away and cancel is ridiculous. i had 3 drivers cancel after waisting time appearing to be coming before doing so. i will be deleting this app today and maybe i’ll have better luck on uber!,2023-02-09,1,Lyft,
1,https://www.trustpilot.com/users/63e5f1fe6447140016cd42ec,,Magdalena Gonzalez,US,10-Feb-23,False,https://www.trustpilot.com/reviews/63e5f208745e480021a079ec,Shameless Driver,"hi, i'm living in el paso texas, the day before i requested a lyft ride out side of the food king store, i sent a text to the driver to let her where i was, when the up showed that she was approaching,  it was a girl, she texted me back "" i'll be there in 2 minutes"", then, when it's supposed that she was there she cancelled the ride, she didn't answered the phone and lyft is charging me $5.00 for the cancel. i reported that the driver never picked me up, and the app said that i don't qualify for a refund. the stupid girl was a shameless.",2023-02-08,1,Lyft,
1,https://www.trustpilot.com/users/63e2f96fa631830012b4a612,,Paul,US,7-Feb-23,False,https://www.trustpilot.com/reviews/63e2f9919b64b1bdaf503fc0,Lyft driver NO SHOW.,"had a ride setup 5 days prior to airport. quickly got confirmation and it remained as showing right up until i expected to be picked up.  it was about an 1.5 hr drive in early morning boston traffic. driver never showed.  no one ever attempted to contact me. missed the flight. lesson learned, lyft is totally unreliable.  months of planning for a trip gone. beware.",2023-02-07,1,Lyft,
1,https://www.trustpilot.com/users/63edc088accb110014b5bbb7,,Jackie Cruz,US,4 days ago,False,https://www.trustpilot.com/reviews/63edc0989b64b1bdaf58f6b1,Thief,"on february 10th i was picked up from the hyatt hotel i left a large blue luggage in the trunk of this car.

driver: nelson
toyota rav4

i tried to help direct him out of a tight driveway and in that moment i got distracted and forgot my large blue suitcase that mr. nelson helped put in the trunk of his car himself.

since the 10th of february i've exausted & tried all of lyft resources to contact mr. nelson to no avail.

not only has this driver not responded to my obvious numerous attempts to contact him but he also never responded to lyfts company's agent app private email.

i don't live there and was on a business trip so i did not have a chance to do a lost & found police report.

the only sentimental thing in the luggage was my sons daffy duck stuffed animal. may not seem like anything important to you but how,why & when he gave it to me is very important.

i've been a long time client of lyft and never experienced such poor customer service from their drivers like in california the lack of leads me to uber.

* check & re-check all your personal belongings
*wear your seat belts and
* good luck!!!

sad & very, very disappointed 😞",2023-02-10,1,Lyft,
1,https://www.trustpilot.com/users/63dbf9a89ee437001217ccf6,,David John Lawson,US,2-Feb-23,False,https://www.trustpilot.com/reviews/63dbf9b24b01fb3f5494fe07,I have been a driver for Lyft for a…,"i have been a driver for lyft for a couple years and they have started making it impossible to get paid. if a rider cancels on you i have requested my account be deactivated and i will not drive for them and i do not recommend you drive for them i do not recommend you ride with them, they treat your drivers very poorly when compared to the other platforms",2023-02-02,1,Lyft,
1,https://www.trustpilot.com/users/63da642d02a3e10011dc863f,,Alethea Cauleen Cormier,US,1-Feb-23,False,https://www.trustpilot.com/reviews/63da643b4b01fb3f54936fef,Lift continues to double charge for…,"lift continues to double charge for rides. lyft double charged me for several rides yesterday of which i got stuck at the hospital with my grandson and had to walk home at six in the morning in the freezing cold because my account was negative. lyft will allow you to complain about the drivers, but not even be able to contact the actual lift company to complain about what they’re doing.",2023-02-01,1,Lyft,
1,https://www.trustpilot.com/users/63e120b968a16d001365c8df,,Hf,US,6-Feb-23,False,https://www.trustpilot.com/reviews/63e120d69b64b1bdaf4ea29a,After 5 months of religiously taking…,"after 5 months of religiously taking lyft twice a day, while my car was out of commission, and experiencing at least 3 horrendously unsafe and fraudulently overcharged (intentionally by driver; they did not end my trip for an hour past drop off, and this driver gave me a bogus ‘bad rider rating’…all because i kept quiet, and sat scared to death in the back seat as they rambled incoherently and the couple times i’d simply confirm he knows his way when he changed the route several times, he’d look at me scary and laugh instead of simply answering yes or no…definitely was under the influence…..after all that- as stated above- he fraudulently kept the ride open costing me an additional $30.00 and gave me of all professionals a bad rating?) hah
customer beware",2023-01-31,1,Lyft,
1,https://www.trustpilot.com/users/63d8a0120179040013d71800,,Faith Davis,US,31-Jan-23,False,https://www.trustpilot.com/reviews/63d8a0294b01fb3f5491e5df,"Total chaos, and regret!","the first driver of two nights had a dog in the passenger's and she never alerted me she needed a dog to drive her own car.
the second driver had a tablet with an active hidden camera facing towards my pelvis which had an active camera running taking video of me while riding with lyft. when i contacted lyft the agent hung up the phone when i asked for a supervisor.",2023-01-29,1,Lyft,
1,https://www.trustpilot.com/users/63d83040a522aa001286d5b4,,Interenovation Renovation,US,30-Jan-23,False,https://www.trustpilot.com/reviews/63d830499b64b1bdaf47cb60,I'm a Lyft Driver,"i'm a lyft driver! this is the worst company to work! i rented a car from lyft to work. they just changed my rate card for a half price rate. for exemple: a regular driver receives 0.8 per mile to work in baltimore, the driver who rents a lyft car, receives 0.44 per mile. they charge you an absurd rental fee ($324 in my case) per week, and do a downgrade in your earnings. i'm about to change for the other company. they charge less for the rent and pay as much as the other drivers",2023-01-30,1,Lyft,
7,https://www.trustpilot.com/users/5e94abfee638eb7ad0cc86d2,,Lil Sprout,CA,29-Jan-23,False,https://www.trustpilot.com/reviews/63d6f1724b01fb3f5490bd6b,Yes believe all the 1 star reviews!,yes believe all the 1 star reviews!! they refuse to refund you even after a dangerous rides. yes lyft is cheaper than uber but filled with creepy drivers who try to hit on you. i had one driver drive so badly that it triggered a seizure for me and they still refused to refund me. i had a driver with no snow tires on  in a snow storm and they still refused to refund. they are cheap and don't care about the service of customers.,2023-01-29,1,Lyft,
1,https://www.trustpilot.com/users/63d5f9efa61b29001383c276,,God Sees All,US,29-Jan-23,False,https://www.trustpilot.com/reviews/63d5fa1c4b01fb3f54901a55,I added a stop/Overcharge,"i added a stop, the driver refused to take me and he stopped the ride pass my house, where i had to walk a street up with difficulty walking. he said i will be able to get a refund for the added stop however customer service said they don’t do refund and that i should’ve read that. understandable but how is it possible if i paid for an added stop that didn’t happen. smh this the 3rd time this happened. or they show me one price and charge my card another. back to uber i go. i wish i was well enough to drive.",2023-01-25,1,Lyft,
1,https://www.trustpilot.com/users/63dae19426654700120ebedf,,IntelligentLeg,US,1-Feb-23,False,https://www.trustpilot.com/reviews/63dae19e4b01fb3f54940e3a,I'm a lyft driver and they scammed me…,i'm a lyft driver and they scammed me out of $250. i recently had my car stolen and needed a rental. i cancelled my rental deposit because the car rental company had no cars available. never received my deposit back.,2023-01-23,1,Lyft,
1,https://www.trustpilot.com/users/63d37424f5e52300125bcf80,,Theodore Prosise,US,27-Jan-23,False,https://www.trustpilot.com/reviews/63d3742f9b64b1bdaf44609e,Driver refused the ride,"driver accepted the ride, i waited in the cold. he arrived and refused the ride because it was too far for him.  don’t accept something you are no willing to do.  rude, no apology.  the feedback mechanism for lyft does not look like it is designed to even see this as a customer concern. back to uber.",2023-01-26,1,Lyft,
1,https://www.trustpilot.com/users/63d5d3036107b00012ab170b,,Bot Gameing,US,28-Jan-23,False,https://www.trustpilot.com/reviews/63d5d30d4b01fb3f5490149f,You cannot get through to them they will not answer your text and they take money from you from eight dollars to 18 something,"i was quoted eight dollars and something to go to target and put in the address and halfway there. the drivers gps flipped and changed the address to a different street with the same numbers on the address and when he inquired why i was going to that place when i said i was going to target. i asked him what he was talking about and he had to fix it on my phone and it still charge me $18 i could not get a hold of lyft. he told me to call lyft. i cannot figure out how to call them and i tried texting them, and they will not answer my text so i was charged more than double from their systems error",2023-01-28,3,Lyft,
1,https://www.trustpilot.com/users/63da52d8d2ba9f0013354973,,Zyon Johnson,US,1-Feb-23,False,https://www.trustpilot.com/reviews/63da52e24b01fb3f549359a9,I ABSOLUTELY HATE LYFT THEY ASSIGNED ME…,i absolutely hate lyft they assigned me a driver and cancelled my ride when she was literally one minute away  took my last few dollars and made it harder to get a new driver they made me lose my job,2023-01-31,1,Lyft,
3,https://www.trustpilot.com/users/5ac9158b4de5666d34fc97ac,,Ginger Lee,US,22-Jan-23,False,https://www.trustpilot.com/reviews/63cdf81a9b64b1bdaf3ffa05,I replaced me Lyft app for Uber,"i use to go with lyft instead of uber because it was slightly cheaper, but lyft just lost me as a customer forever. i tried to get a ride for over an hour, i never did get a driver even assigned to me, let alone a ride. i decided to go with uber instead. 5 min later had a driver with uber and it was the best experience with getting a ride i have ever had. btw lyft is trying to double charge me still for a service i never received.",2023-01-22,1,Lyft,
1,https://www.trustpilot.com/users/63caf98008738d0013dff6c1,,Rabiah oweis,US,20-Jan-23,False,https://www.trustpilot.com/reviews/63caf99a9b64b1bdaf3e52f8,If I have a choice I don’t give Lyft…,"if i have a choice i don’t give lyft even minus star, lyft has very bad drivers and very bad service, they do have unprofessional drivers who scare customers and steel them i’m going back to use a taxi service and i encourage people to use taxi service also, people please be very careful when you use lyft",2023-01-20,1,Lyft,
1,https://www.trustpilot.com/users/63d37b1aec46f10012b41dd3,,Mo Shekari,US,27-Jan-23,False,https://www.trustpilot.com/reviews/63d37b254b01fb3f548e539d,One of the worst job because lyft…,"one of the worst job because lyft company stole lot of money from drivers
this is one my example
from orange county to lax charged my customer $300 and paid me $109
always i asked my passengers how much they charged you …",2023-01-04,1,Lyft,
3,https://www.trustpilot.com/users/637d80ed5bc606001129a9f5,,Luis Pascual III,US,14-Jan-23,False,https://www.trustpilot.com/reviews/63c2bf1c2338b6d417b9e4bb,Reckless driver represent your company…,"reckless driver represent your company from pennsylvania, dark skin driving a silver sedan with lots of hair. dropped of a customer at central square today around 8:30am. he then cuts me off at a right turn, yes from behind. and then stops immediately in the middle of the street and stays there for 40 seconds. and then pulls over and waits for me to drop off someone and does it again, stops in the middle of the street.  30 seconds. i honk my horn he just stays there.",2023-01-13,1,Lyft,
2,https://www.trustpilot.com/users/63b9da2895c5fd0012b9a91b,,Indica,US,16-Jan-23,False,https://www.trustpilot.com/reviews/63c4d5202338b6d417bb1ac6,I booked a trip from the hospital to b…,i booked a trip from the hospital to b to burger king and then to my house. it should’ve been just a little over 5 miles because i have the stop it was 1970 for the fair when i got in the car the driver said no i don’t go through drive-through and i’m not taking you there. you can either cancel the stop or i can cancel the ride so i canceled the stop and i still gotta charge the full price and i’ll lift are saying they conveniently can’t see any of it. they scam you when they take your money anyway that they can do not use lyft.,2023-01-15,1,Lyft,
1,https://www.trustpilot.com/users/63bdb94f163c2300120d1f7d,,Ear Candy,US,10-Jan-23,False,https://www.trustpilot.com/reviews/63bdb96d2338b6d417b5d1b9,Driver keeping lost items,my son dropped his ear buds in the car and was banging on the window and the driver drove off. we both have reached out to the driver lyft has tried contacting him as well. how can a company that can’t communicate with their employees? why have a section to contact the driver for lost items and the driver doesn’t answer from a client or the employer?,2023-01-10,1,Lyft,
1,https://www.trustpilot.com/users/63c10485dec43600121c6c70,,D Mihalko,US,13-Jan-23,False,https://www.trustpilot.com/reviews/63c1048f2338b6d417b87568,I have one star because I could not…,i have one star because i could not give 0.  all my previous experiences with lyft have been great.  today the lyft driver was so rude we got out of his car immediately.  there is apparently no way to file a report with lyft because we did not complete the ride.i cannot find a number to call in my complaint.  this driver claimed he had been waiting 15 minutes and was very angry.  we had just set up the pick up 5 minutes earlier.  my main complaint is that there is apparently no way to report this to lyft.  so i guess we will be using uber from now on.,2023-01-12,1,Lyft,
1,https://www.trustpilot.com/users/63c06340188c790012a79b60,,Abdirazak Mohamed,US,12-Jan-23,False,https://www.trustpilot.com/reviews/63c0634b4d0773066a363d52,I would advise all drivers or any new…,"i would advise all drivers or any new drivers not to work with lyft due to not backing up their drivers getting robbed by the customer. my bag got stolen a customer i pick up for lyft and lyft wouldn’t help me to retrieve my bag or help me anyway too help the law enforcement to give the customers location so they can get them from my bag. to drive lyft it’s not safe and they don’t care about their driver belongings get  stolen by lyft customer as i was dropping them off, they stolen my bag, and lyft is not helping helping anyway to recover the driver belonging from the customer.",2023-01-08,1,Lyft,
1,https://www.trustpilot.com/users/63d77c47f5e52300125dd27e,,Yuyu Brown,US,30-Jan-23,False,https://www.trustpilot.com/reviews/63d77c504b01fb3f5490e597,You all complain and lie and say your…,you all complain and lie and say your going to tip the driver  well but on the end nothing but cheap people. and you expect everything be perfect.,2023-01-30,1,Lyft,
1,https://www.trustpilot.com/users/63c3c2c7ff751c00147130b3,,Teri Moger,US,15-Jan-23,False,https://www.trustpilot.com/reviews/63c3c2d22338b6d417ba6ea2,Only because I can’t leave zero stars,"only because i can’t leave zero stars. we ordered a lyft through the app at bar closing and waited for the ride. just upon arrival, one person from our party went outside to smoke. when the driver pulled up, he was very rude as we entered his vehicle. once the smoker finished his cigarette, he approached the car as well. at this point the driver told us he was canceling our ride because of the smoker. mind you the smoker already put his cigarette out 50 feet from the vehicle. the driver said he could still smell the smoke and was canceling our ride and made the few that were already on board in the car exit the vehicle. what a crock of bs. will never use lyft again.",2023-01-15,1,Lyft,
14,https://www.trustpilot.com/users/54f5f1620000ff0001aecf32,,sybil sage,US,1-Jan-23,False,https://www.trustpilot.com/reviews/63b1c4d42338b6d417ace907,Katonah Lyft unreliable and ruined our new years eve,"i'd used lyft successfully in nyc but last night my husband and i took the train from grand central and had a car reserved at the katonah train station to take us to a new years eve party. it had been confirmed but when we arrived at the station, we got a message the driver had been delayed. they offered to get another but no car arrived and we had to return home, traveling around 3 hours and never making it to the party.",2022-12-31,1,Lyft,
1,https://www.trustpilot.com/users/63b05eb0880d200012bdc663,,Heather Lynn,US,31-Dec-22,False,https://www.trustpilot.com/reviews/63b05eb82338b6d417ac4b61,don't use this company   use uber  a…,don't use this company   use uber  a was charged over $100 for a $30 ride because my driver did not end my ride - or understand english .  i have disputed the ride over and over and over again.  never matters.  now i realize venmo has a leash on me for lyft payments-  insane customer service policy  they try to charge for assistance   said it's fully refundable  what a joke   apparently they are run by crooks,2022-12-31,1,Lyft,
8,https://www.trustpilot.com/users/5e4043b148e55784ade8ffe4,,Ellamay,US,25-Jan-23,False,https://www.trustpilot.com/reviews/63d156d49b64b1bdaf42c604,Not even one star,"not even one star. i waited 15 minutes  then the driver cancelled my ride. so, i have to wait another 15 minutes from another ride. poor to poorest service!",2023-01-25,1,Lyft,
1,https://www.trustpilot.com/users/63b047edcde9420012f8405c,,Ok,US,31-Dec-22,False,https://www.trustpilot.com/reviews/63b0480a2338b6d417ac37d8,Waited 24 minutes for a ride that was…,waited 24 minutes for a ride that was supposed to arrive in five minutes. just as the driver was supposed to arrive they switched me to another driver and said it will be five minutes. i chose the more expensive ride because i didn’t want to wait 25 minutes for a share ride.  ended up waiting anyway. next time i will take uber.,2022-12-31,1,Lyft,
4,https://www.trustpilot.com/users/5c955976560483da2e6e42ff,,Teena Bridges,US,"Updated Jan 3, 2023",False,https://www.trustpilot.com/reviews/63acd51a2338b6d417a9bfaa,Scared the you know what out of us!,"well,  first driver got the time wrong,  2nd driver came 30min early.  when we climbed into arturos car we noticed the front end was crunched. he had a bungee cord holding it on. he scared the daylights out of us by making the front end skid while entering the freeway.  then had a vehicle speed off to the emergency to get around him.  then he almost didn't stop while on the freeway.  i literally yelled ""stop""! we will never ride lyft again!!!!!",2022-12-27,1,Lyft,
1,https://www.trustpilot.com/users/63b5a2515979940013548865,,Assata Knox,US,4-Jan-23,False,https://www.trustpilot.com/reviews/63b5a4fa2338b6d417afc304,No refund received for bad service,"accepted a ride from a lyft driver on december 9 from my workplace to my home. reported the driver for unsafe driving and was told that i would be issued a refund in five business days. after almost two weeks, i reached out to lyft customer service again and was told they would be looking into it. received another message from lyft customer service on december 19 that i was not eligible for a refund or credit, as it was a ""promo code mistake"" (i have all of the chats saved, by the way). i was not expecting a promo; i issued a complaint and was promised a refund. i want my refund!!!",2022-12-09,1,Lyft,
3,https://www.trustpilot.com/users/63a842777fe302001305b1ba,,Russell Whiteside,US,25-Dec-22,False,https://www.trustpilot.com/reviews/63a843ed4d0773066a24b8c9,I'm Joe Hesse I had purchased Lyft gift…,"i'm joe hesse i had purchased lyft gift card at grocery store around 11pm tried to load it and we'll let's just say with my receipt they wouldn't honor it , took my money as a gift literally hear that irs and no refund !! left me stranded outside three hours waiting snd still never got me home $125.00. please someone creat sn honest driving company. uner snd lyft mske rates the way they choose and they keep the drivers tips call me lyft 4242818262",2022-10-03,1,Lyft,
1,https://www.trustpilot.com/users/63a7cc997fe3020013058f8f,,Jamie Debenham,US,25-Dec-22,False,https://www.trustpilot.com/reviews/63a7ccbd4d0773066a2489fc,"Great drivers, terrible App.",i have to say in general the drivers with lyft are excellent. the app on the otherhand is horrible. i have just tried to book a lyft for my stepson to get from the airport to my brother in law’s house and frankly the experience was terrible. i must have tried to book a car several times and it either would not allow me to select a time or even finish the transaction. terrible.,2022-12-24,1,Lyft,
2,https://www.trustpilot.com/users/5bee6726e724f20f27238bfd,,Charles Watson III,US,22-Dec-22,False,https://www.trustpilot.com/reviews/63a4b0724d0773066a2289f7,Stay away,"lyft does not pay the drivers any money please drivers do not work for them only part time.  they are quick to kick you off the app.  they do not care about safety.  a person got robbed doing lyft and lyft did nothing for that person.  they say you can cancel a trip if it’s unsafe.  however,  let it be too many cancels they will kick you off the platform.",2022-12-20,1,Lyft,
1,https://www.trustpilot.com/users/63a3d28cf510a20012c0a92f,,Paul,CA,22-Dec-22,False,https://www.trustpilot.com/reviews/63a3d2c62338b6d417a39a1f,I had to select one star because less…,"i had to select one star because less than zero star wasn't an option. lyft vancouver made me miss my sun destination flight. for over two hours the app kept messaging me that a driver was on the way, just around the corner, close to arriving, then jacking up the price for a faster arrival. a completely lame and incompetent operation, they should be shut down hopefully. avoid using them at all costs.",2022-12-21,1,Lyft,
2,https://www.trustpilot.com/users/5cb64d7160a4c4925300272a,,Myra Baldwin,US,23-Dec-22,False,https://www.trustpilot.com/reviews/63a5e5744d0773066a238439,Sigh,"sigh
they are way cheaper then uber and now i know remeber why
i've had drivers do lots of random things from parking super far away from the door even tho they can see that i'm injuried. to vehicles being so smelly with the cigarette smell that i'm coughing and choking. but i let it all slide bc it's cheaper but what i'm not cool with is not being able to contact customer service especially when i've been overcharged
suddenly i'm reminded why i quit using them for years, definitely uninstalling the app again!",2022-12-22,1,Lyft,
1,https://www.trustpilot.com/users/63a50627657871001366bb4f,,Courtney Traphagan,US,22-Dec-22,False,https://www.trustpilot.com/reviews/63a5062f2338b6d417a4be7b,Some lovely individual hacked into my…,some lovely individual hacked into my account. i had a driver put a charge on my card saying i canceled a ride even though i was in bed asleep at 1:05 in the morning. when i contacted lyft they were not helpful at all! had to go to the bank and get issued a new card right before christmas…last thing i wanted to do. even the address to my home didn’t  match up but they’re lovely customer service didn’t care. deleted my account. i’ve had some really weird creepy on professional drivers. so done with this company.,2022-12-18,1,Lyft,
1,https://www.trustpilot.com/users/63aa9069f70a9a001261f8a7,,Suzzane Shaffer,US,27-Dec-22,False,https://www.trustpilot.com/reviews/63aa90712338b6d417a7d5a1,Driver didn't have the heat on in the…,"driver didn't have the heat on in the car when it's 30°, the car was freezing he also had maintenance requested flashing on his dash. i'm unable to reach anybody in customer service at lyft. by the time i got home i couldn't feel my fingers on my nose horrible experience",2022-12-27,1,Lyft,
1,https://www.trustpilot.com/users/63a1f184f510a20012bf9cf1,,Alexander Nye,CA,20-Dec-22,False,https://www.trustpilot.com/reviews/63a1f18c4d0773066a1ffe19,This app needs to be removed from the…,"this app needs to be removed from the app store. anytime i’ve used lyft, the driver has cancelled after making me wait at least 10 minutes and absolutely is nothing is done by lyft in terms of reparations.

here’s a tip, people using these apps are often heading to appointments/events with set times, if you can’t be consistent at least do something to improve your users experience


one more thing, uber is always cheaper. like every time, sometimes as much as 50 or 60% cheaper,

just roll over lyft, it’s over for you",2022-12-20,1,Lyft,
2,https://www.trustpilot.com/users/63781ea5e82af90013e88f0b,,Ken Barrientos,US,16-Dec-22,False,https://www.trustpilot.com/reviews/639c0c92d075435bd8dda269,Had a driver steal over $70+ belongings…,had a driver steal over $70+ belongings and cancel ride instead of taking my to drop off point and multiple times i pay for ride within certain time period for elevated cost and it's much past 1st agreed upon time. very inconvenient and thieves. no way to contact anyone at lyft they just permit drivers to abuse you without repercussions,2022-12-13,1,Lyft,
1,https://www.trustpilot.com/users/63971c00e5a1a500148d9ff7,,Bozhena Gaidych,US,12-Dec-22,False,https://www.trustpilot.com/reviews/63971c0feb0ad84899083cc1,Unreliable car service company,"the driver accepted ride, the eta was 9 minutes we ended up waiting for 20 minutes and then he canceled on us when he was 2 minutes away. we immediately tried to request another car and it just kept loading and not a single car accepted it. we ended up driving ourselves to the airport and parking at expensive parking lot in order to make the flight. terrible experiance.",2022-12-12,1,Lyft,
2,https://www.trustpilot.com/users/605bea381f9c8e001990060d,,Toya R,US,4-Jan-23,False,https://www.trustpilot.com/reviews/63b5656b2338b6d417af7137,Late for work,everyday i'm late for work no matter what time i request a ride. a driver could be 5 mins away then a notification i have a new driver that's 14mins away....they need to do better especially in my area,2023-01-04,1,Lyft,
1,https://www.trustpilot.com/users/639afa88a2e68900136ffbf6,,Christine Potter,US,15-Dec-22,False,https://www.trustpilot.com/reviews/639afa94d075435bd8dcb0d8,lyft driver stole my food! & lyft refuse to resolve this issue LYFT ARE THIEFS!,"if i'd had an option to put zero stars i would, on dec 12 9pm i have made an food order delivery from whataburger of 3 meals with drinks with a side of onions rings at 10:01 the thief lyft driver did not deliver all my meals i have order i have only received one burger & the onions rings i have reached out to whataburger & they showed proof they gave the 3 meals with drinks & onions to the driver he kept 2 meals & 3 drinks, lyft refuse to investigate refuse to resolve this issue with their thief lyft driver, lyft is bad as they're driver. thiefs",2022-12-12,1,Lyft,
