# Reviews By User,User URL,State,Username,Country,Date Review Given,Invited,Review URL,Review Title,Review Body,Date of Experience,Rating,Company,Unfair
6,https://www.trustpilot.com/users/628424c9a98f560012d73847,SK,skynight ,US,5 days ago,False,https://www.trustpilot.com/reviews/63ec01b49b64b1bdaf579b8b,uber keep running late and it keep…,uber keep running late and it keep saying ride booked finalizing driver details they need hire more uber driver because this unbelievalale they cant take break what ever they want ok i am trying to get to work because of this ok fix your crap uber ok fix your crap now i running late to work because your uber issue i never gonna buy from uber again it waste of my money fix your #### dont buy uber if they gonna make you late again stay away from uber so it the worst,2023-02-14,1,Uber,True
1,https://www.trustpilot.com/users/63f183bac6f557001360aaf5,VL,Vida Lake,US,16 hours ago,True,https://www.trustpilot.com/reviews/63f183bb6f3134764b6da430,Friendly driver,"driver picked up my nephew and took him to school. he was friendly, but professional, chatting about football to my nephew the whole time. no complaints.",2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63ebfddc1dd12d00152f32a9,,daniela daniela,IT,5 days ago,False,https://www.trustpilot.com/reviews/63ebfdec745e480021a55bfd,YOUR DRIVER ROBERT 77ASKX (SARASOTA…,"your driver robert 77askx (sarasota florida 14/02/23 at 10:05) arrived at the meeting point but he didn't stop but he had anyway to pay for the ride, and i had to call another car , he didn't call to know if someone was there i saw him passing .... i am asking for a refund of the $15 paid by me",2023-02-13,1,Uber,False
1,https://www.trustpilot.com/users/63f13db6c6f5570013608c8b,AR,Abe Rofaki,MA,A day ago,True,https://www.trustpilot.com/reviews/63f13db79b64b1bdaf5bb688,Great customer service,the driver showed up on time  and arrived on time to the destination. he had a good  customer service which make the trip very comfortable,2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63eb1b6beaecf70012c88e72,,sharanya pasupuleti,IN,6 days ago,False,https://www.trustpilot.com/reviews/63eb1b79745e480021a45876,Very bad,"very bad, worst service ever ,i made a booking and driver charged me double siince i had not paid he didnot even cancel the booking and next day after 12 hrs he is making a new booking. same i contacted the customer care service and he also of no help and he is shouting ate, how the hell he can shout at customers",2023-02-13,1,Uber,False
1,https://www.trustpilot.com/users/63f0399d168cf6001228e07a,AF,Ana Fornis,US,2 days ago,True,https://www.trustpilot.com/reviews/63f0399f6f3134764b6cce25,"It was okay,the driver is good and…","it was okay,the driver is good and conversant and he see to it that i feel comfortable and he has even drinks in the car if i would like to drink or thirsty.",2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63ea1aac9683a10013932d43,LI,Lisa,US,6 days ago,False,https://www.trustpilot.com/reviews/63ea1abf9b64b1bdaf55ad4b,I ordered food from a restaurant,"i ordered food from a restaurant. the driver called and said they had no ice cream, so i didn't get my shake. however i was charged for it. i filed a claim and uber replied i am not eligible for a refund. bad in the restaurant and bad on uber. decided to read reviews on uber. i have decided that i'm closing my account and will never use their service again under any circumstances.",2023-02-10,1,Uber,True
9,https://www.trustpilot.com/users/5f7493c6768a8b8d72cb7804,LC,Louise Cameron,GB,6 days ago,False,https://www.trustpilot.com/reviews/63ea22db745e480021a37c57,Booked a taxi on the app.,"booked a taxi on the app.
got in the taxi with the driver shown on the app.
the next day i notice £5.41 came out my bank account it was a cancellantion fee.

the uber wasn't cancelled.

i want it put back into my bank account not added to my wallet as i won't use this company again. the driver came and there was no cancellation so you don't have a right to take my money.

on going problem....

i would avoid this scam.",2023-02-10,1,Uber,True
1,https://www.trustpilot.com/users/63ead46998650000122d94de,,Galina McElvain,US,6 days ago,False,https://www.trustpilot.com/reviews/63ead47d745e480021a446ba,Nothing wrong with the drivers,"nothing wrong with the drivers, but with company policies.
i use uber may be once in 4-5 years. last time it was in nyc, november -22. once..
they sneaked in ""uber pass"" and started taking $9.99 every month, i discovered it by accident. and you cannot talk to a real person to take the deal off and get $$ back. virtual assistant refer me to a technical support (also virtual). the ""support"" ask me to pay $1 refundable, but charge $46 on the card. damn! first, they stole my money, then charged me 150% to get it back!
anyways, watch out for that ""pass,"" or, better yet - take a taxi.",2023-02-13,1,Uber,True
1,https://www.trustpilot.com/users/63f2488a168cf6001229dd36,JH,Jim H....,US,2 hours ago,True,https://www.trustpilot.com/reviews/63f2488c9b64b1bdaf5c3a20,The driver was very informative of…,the driver was very informative of things to do in hawaii.  very polite and professional.  car was clean and well maintained.,2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63ed9b023a59920013fd7360,,Hemavathy B,IN,4 days ago,False,https://www.trustpilot.com/reviews/63ed9b22745e480021a6b159,Uber is not responding properly with…,uber is not responding properly with customer....drivers are not getting soon or drivers ask to pay more money ...tooo later to found driver on my location....uber getting too bad now a days,2023-02-15,2,Uber,True
2,https://www.trustpilot.com/users/63edeb2eaccb110014b5cf75,AN,Andrew,GB,3 days ago,False,https://www.trustpilot.com/reviews/63edecfc381a83c560258f33,My driver cancelled at the last minute…,my driver cancelled at the last minute so i had to get a new one which wasted my time a bit. the new driver however was friendly. think i might stick to other taxis in the future,2023-02-09,3,Uber,True
10,https://www.trustpilot.com/users/61854bd6afe9fd00120b37dc,JA,Jack,GB,"Feb 12, 2023",False,https://www.trustpilot.com/reviews/63e8b7499b64b1bdaf54bedb,Fine the drivers!,uber allow the drivers to decide their journeys which means when in a busy city centre (london) longer journey don’t get taken as smaller shorter journey bring in more money. drivers should be fined and customers given credit for cancellation just like the customer is fined if they cancel a journey!,2023-02-10,1,Uber,True
1,https://www.trustpilot.com/users/63eb419398650000122dbce5,SL,Scott L,US,5 days ago,True,https://www.trustpilot.com/reviews/63eb41949b64b1bdaf56a92d,Not so good lately,the drivers are usually great but the last 2 times i’ve used uber i have had a long wait and then the driver cancelled on me. really frustrating. saturday i waited more than 30 minutes to get a car in boston.,2023-02-11,3,Uber,False
1,https://www.trustpilot.com/users/63efdacc264a800012fc0a2c,ΒΕ,Βαγγεληε Ευαγγελου,CY,2 days ago,True,https://www.trustpilot.com/reviews/63efdace9b64b1bdaf5acaa4,Most if the drivers they don't speak…,"most if the drivers they don't speak english even polish .some of them they could not find my location point.
pure servise .",2023-02-08,1,Uber,True
1,https://www.trustpilot.com/users/63eda1434a27a00011157c1c,KO,Katja Otting,CA,4 days ago,True,https://www.trustpilot.com/reviews/63eda1449b64b1bdaf58eee0,This was my first experience with Uber,"this was my first experience with uber. they sent me an estimate, the car arrived as predicted and driver was friendly. i would order up an uber again!",2023-02-12,5,Uber,False
2,https://www.trustpilot.com/users/63b89472a601950014536021,VP,Vanisha Prasad,NZ,3 days ago,False,https://www.trustpilot.com/reviews/63eef456745e480021a7c961,Would rate zero as I had a very nasty…,would rate zero as i had a very nasty experience with uber today morning i took a cab for my child's second day of school to drop him off it didn't even take me two mins i had to say morning n stuff to the teachers as i can't throw my child in school like that n come manage to come as quick as i can till then the driver was waiting as i booked returned home was well he drove far from where he dropped me i had to run to him n i was tired he shouted me as everyone was watching me saying i took he's the extra time he threatened me please 🙏 don't use this service they abuse my day was ruined i had to return with him as i paid doubled the fare price they r frauds they show u amount but will charge more n more i got threatening from also now i'm very much scared as he has saw my address and child i'm feeling very scared n he also sounded racist as he said that's y he don't wanna do my race n culture peoples job please don't use this uber rides for the sake of peace of mind this is how they make money,2023-02-16,1,Uber,False
1,https://www.trustpilot.com/users/63eda5374a27a00011157d1b,DP,Dianne Pieterse,US,4 days ago,True,https://www.trustpilot.com/reviews/63eda5399b64b1bdaf58efdc,Safe and helpful drivers,both drivers we had this week were very good. they were personable and polite but also gave us a lot of information about las vegas that helped a lot!,2023-02-10,5,Uber,False
1,https://www.trustpilot.com/users/63ef80b0264a800012fbc724,MI,Mitzie,US,2 days ago,False,https://www.trustpilot.com/reviews/63ef80cebbda676a51383b79,Uber is consistently making excess…,uber is consistently making excess charges on trips i take and 90% of the times the drivers are just like the nasty company they are,2023-02-15,1,Uber,True
3,https://www.trustpilot.com/users/6331cfc995cad7001314c2b5,AW,Anita Willis,GB,4 days ago,True,https://www.trustpilot.com/reviews/63ed24b8745e480021a65cf8,Excellent service,each time i have used uber both the car and driver were excellent. car clean and comfortable. driver polite and helpful. excellent service overall.,2023-02-12,5,Uber,False
2,https://www.trustpilot.com/users/5bbc9db94de5666d3439902a,LI,libby,US,17 hours ago,True,https://www.trustpilot.com/reviews/63f179839b64b1bdaf5bcfc0,Uber made it easy to get the ride I…,uber made it easy to get the ride i needed and the driver was very pleasant with a clean vehicle.,2023-02-17,5,Uber,False
7,https://www.trustpilot.com/users/58a519140000ff000a7801fd,EI,Eileen,US,2 days ago,True,https://www.trustpilot.com/reviews/63f017a59b64b1bdaf5af2aa,Very pleasant experience,i really can't remember the drivers name but he was very pleasant and we had a very nice dialog during my ride.,2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63f1aaf1168cf60012299305,ER,ER,US,14 hours ago,True,https://www.trustpilot.com/reviews/63f1aaf36f3134764b6daac8,Great Ride,the driver was on time. very pleasant and a defensive driver on crazy texas highways! great job!,2023-02-13,5,Uber,False
1,https://www.trustpilot.com/users/63eda5ab4a27a00011157d3e,CH,Charanjeet,US,4 days ago,True,https://www.trustpilot.com/reviews/63eda5ad745e480021a6b3d9,Car arrived within minutes,car arrived within minutes of requesting. we were home from the airport in no time. the driver drove safely so great experience overall.,2023-02-14,5,Uber,False
1,https://www.trustpilot.com/users/63f0505f8f66370012af2ad1,AT,AT,US,2 days ago,True,https://www.trustpilot.com/reviews/63f050619b64b1bdaf5affcd,great Uber ride experience!!,anthony - provided us with a great uber ride experience.  he was very polite.  clean car.  great driver.,2023-02-15,5,Uber,False
2,https://www.trustpilot.com/users/63b4e0e7e848690013bd940c,MW,Michele W,US,3 hours ago,True,https://www.trustpilot.com/reviews/63f239f29b64b1bdaf5c2dd8,The driver was friendly and on time,the driver was friendly and on time. his vehicle was clean and he helped with my luggage.,2023-02-18,5,Uber,False
1,https://www.trustpilot.com/users/63eff42a85a1390013375193,GL,George Lott,US,2 days ago,True,https://www.trustpilot.com/reviews/63eff42c9b64b1bdaf5ae097,Driver was on-time,"driver was on-time, commute was great. jeffrey is professional and cares about the passengers safety.",2023-02-16,5,Uber,False
2,https://www.trustpilot.com/users/62d727bbdccb180013b5f0ef,DK,Debbi Klein,US,5 days ago,True,https://www.trustpilot.com/reviews/63ec4ce89b64b1bdaf57b9c9,I had a great experience with Uber this…,i had a great experience with uber this past weekend. the drivers were prompt and friendly. definitely will be using uber in the future,2023-02-11,5,Uber,False
2,https://www.trustpilot.com/users/61a6181ff1e39a00125a4cf4,JS,Jack Scott,CA,2 days ago,True,https://www.trustpilot.com/reviews/63f0430e6f3134764b6cd016,Driver came immediately,driver came immediately.  found our destination with no problem.  he was polite and informed.,2023-02-16,5,Uber,False
2,https://www.trustpilot.com/users/5e1efe91616781aba6817353,PH,Philip,AU,7 days ago,True,https://www.trustpilot.com/reviews/63e95327745e480021a30898,Really should have an age limit for vehicles,"really should have an age limit for vehicles.

had uber on friday, and the car was very old and felt dangerous, driver also messed with his phone while driving.",2023-02-09,1,Uber,False
1,https://www.trustpilot.com/users/63f0cf6219bcd900139b1279,LB,Larry Barnes,US,A day ago,True,https://www.trustpilot.com/reviews/63f0cf639b64b1bdaf5b53cf,Great experience !,"driver was prompt, professional, and extremely friendly.  vehicle was clean and comfortable",2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63ee639291f4280013a28aec,SB,S Brown,GB,3 days ago,True,https://www.trustpilot.com/reviews/63ee63939b64b1bdaf59a4fe,Great service,"great service. very fast, friendly drivers. i like that it shows you the car’s details and the driver.",2023-02-13,5,Uber,False
1,https://www.trustpilot.com/users/63ee75398f66370012ae2060,SC,Sharon Cain,US,3 days ago,True,https://www.trustpilot.com/reviews/63ee753a745e480021a77c7f,Being able to know when our driver…,being able to know when our driver would arrive was helpful. driver was very efficient and courteous.,2023-02-13,5,Uber,False
1,https://www.trustpilot.com/users/63f1d46dc6f557001360bb9f,JD,Jenna Dwyer,AU,11 hours ago,True,https://www.trustpilot.com/reviews/63f1d46e6f3134764b6db5c5,Driver was on time,"driver was on time , car was very clean, driver drove save to the speed limit",2023-02-17,5,Uber,False
7,https://www.trustpilot.com/users/5f44be661f9113a50da16e35,JH,John  Hynes,GB,6 days ago,False,https://www.trustpilot.com/reviews/63ea09c4745e480021a35d2a,Uber have stolen my money and held it…,"uber have stolen my money and held it captive on my uber account which i’ll be deleting as soon as i use it…
tried to book an uber yesterday but it kept scrolling and scrolling.. got fed up waiting and cancelled it, not one driver had excepted the request..
order a bolt and it was excepted straight away and a wonderful friendly driver turned up and home i went..
on reaching home i noticed an email from uber stating a cancellation fee.. i went into the app to retrieve my money and without a question asked, they paid it back into my uber account and said i can use it next time… i hardly use taxis anymore and it could be months before i get to use my money again.. how can that be legal, to withhold someone’s money and keep it in their coffer’s… outrageous and i’ll just bolt all the time or any other taxi service and bolt was actually two quid cheaper than the boiler room that is uber.. use at your peril..",2023-02-11,1,Uber,True
2,https://www.trustpilot.com/users/62828789a85f29001277047a,RE,Rebecca,CA,4 days ago,True,https://www.trustpilot.com/reviews/63ed56f19b64b1bdaf58d167,Driver was courteous and drove very…,driver was courteous and drove very smoothly. car was lovely and clean. all in all very positive experience.,2023-02-13,5,Uber,False
4,https://www.trustpilot.com/users/55c64f4a0000ff0001d2b01e,VH,Vivian Howard,US,4 days ago,True,https://www.trustpilot.com/reviews/63ed6d55745e480021a6a34d,The driver was prompt and courteous,"the driver was prompt and courteous
and was in position when the uber app
gave estimated time of arrival",2023-02-15,5,Uber,False
4,https://www.trustpilot.com/users/5ea36daea9b71c7a1e4bdf56,,Derek Martin,IE,3 days ago,True,https://www.trustpilot.com/reviews/63eea25d9b64b1bdaf59e5d4,"First Uber, great experience","osman was a great driver, knowledgeable and easy to get along with while traveling in his car",2023-02-13,5,Uber,False
1,https://www.trustpilot.com/users/63f1ff2c2c3e940012e8ac8a,JG,John Garcia,US,8 hours ago,True,https://www.trustpilot.com/reviews/63f1ff2e6f3134764b6dd444,Excellent Service,driver was safe and got me to my destination in a good amount of time.,2023-02-18,5,Uber,False
1,https://www.trustpilot.com/users/63ef2286264a800012fb8096,LJ,lisa J,US,2 days ago,True,https://www.trustpilot.com/reviews/63ef22889b64b1bdaf5a1614,User friendly app,user friendly app. never a long wait time for a ride. drivers are pleasant. cars are clean.,2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63eefb4a815c9d001239b651,KL,Ken Libertoff,US,3 days ago,True,https://www.trustpilot.com/reviews/63eefb4b745e480021a7caec,The driver was friendly,"the driver was friendly, professional and engaging. he made the drive safely and pleasant.",2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63f0a7398f66370012af497a,BH,Brandi Haskins,US,A day ago,True,https://www.trustpilot.com/reviews/63f0a73b6f3134764b6d001c,I love using Uber!,i love using uber!! the drivers are amazing! the app is very easy to use also!,2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63eff5f1264a800012fc191a,JC,Jeffrey Carstens,US,2 days ago,True,https://www.trustpilot.com/reviews/63eff5f39b64b1bdaf5ae1cf,Everything went as well as possible,"everything went as well as possible, pricing, driver, car, communication, etc.",2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63f22e6e8f66370012b014d7,CG,Carol Godwin,US,4 hours ago,True,https://www.trustpilot.com/reviews/63f22e706f3134764b6df710,Great on time service,great on time service. friendly drivers and easy to book rides.,2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63f04864c6f55700136000b3,DC,DC,US,2 days ago,True,https://www.trustpilot.com/reviews/63f048666f3134764b6cd118,Uber have been the best value by far in Ride Share,"1. the friendliness of the driver.
2. the easiness of using the uber app.",2023-02-17,5,Uber,False
1,https://www.trustpilot.com/users/63eee8838f66370012ae5ce3,GR,Gini Rispress,US,3 days ago,True,https://www.trustpilot.com/reviews/63eee884745e480021a7c6a2,Reasonable price and was fast,reasonable price and was fast. driver was friendly and the car was clean and fresh.,2023-02-13,5,Uber,False
1,https://www.trustpilot.com/users/63efef5bc6f55700135fdacb,JC,John Campbell,US,2 days ago,True,https://www.trustpilot.com/reviews/63efef5c6f3134764b6caf94,Quick arrival time,"quick arrival time, very pleasant driver.  got to my destination early.",2023-02-17,5,Uber,False
1,https://www.trustpilot.com/users/63effda819bcd900139ab4d6,WW,Woody Woodruff,US,2 days ago,True,https://www.trustpilot.com/reviews/63effdaa9b64b1bdaf5ae6eb,The App is outstanding,the app is outstanding. the drivers are always on time and drive safe.,2023-02-16,5,Uber,False
1,https://www.trustpilot.com/users/63eaa4ca6447140016cfbc3d,ML,Michel Levy,US,6 days ago,True,https://www.trustpilot.com/reviews/63eaa4cb9b64b1bdaf5663f4,The drivers I interacted with were…,the drivers i interacted with were pleasant and the vehicles were clean and the one driver had pleasant music.,2023-02-10,5,Uber,False
1,https://www.trustpilot.com/users/63e9044e0973130012d55109,OC,oliver clarke,US,"Feb 12, 2023",True,https://www.trustpilot.com/reviews/63e904509b64b1bdaf54fb68,The app runs smoothly on problem is to…,the app runs smoothly on problem is to navigate to the screen that shows the driver coming to your pick up.  it should be smoother.,2023-02-11,4,Uber,True
1,https://www.trustpilot.com/users/63eb4cf029a798001556b6a5,ML,May Lim,AU,5 days ago,True,https://www.trustpilot.com/reviews/63eb4cf19b64b1bdaf56b4da,Great driver helping with luggages,"unlike the driver we got previously,
patompong helped us to carry the luggages in & out of the car.",2023-02-11,5,Uber,False
1,https://www.trustpilot.com/users/63e9c1459683a1001392f953,SH,Sonya Hooper,NZ,7 days ago,True,https://www.trustpilot.com/reviews/63e9c147745e480021a32b61,Chatted with my driver,"chatted with my driver. he was amazing. new to uber .
he was at my door within 2 mins i was most impressed",2023-02-12,5,Uber,False
2,https://www.trustpilot.com/users/58c728520000ff000a813f4a,LP,LP,US,17 hours ago,True,https://www.trustpilot.com/reviews/63f174d16f3134764b6da0d7,Driver was courteous,"driver was courteous, was there on time as expected",2023-02-17,5,Uber,False
1,https://www.trustpilot.com/users/63eea087f71b2300172307e5,JR,Judith Reed,US,3 days ago,True,https://www.trustpilot.com/reviews/63eea0899b64b1bdaf59e456,My driver,"my driver, ramon, was very polite & helpful. it was much appreciated",2023-02-15,5,Uber,False
3,https://www.trustpilot.com/users/5c2ccdcd1e51fb7f76bca060,RO,Robert,US,A day ago,True,https://www.trustpilot.com/reviews/63f0e0ba6f3134764b6d35fc,Driver was on time so very friendly.,"driver was on time so very friendly.
everything was smooth.",2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63ee6ec829a798001558b9a5,GM,Garry Mckenzie,US,3 days ago,True,https://www.trustpilot.com/reviews/63ee6ec9745e480021a774ed,Fudge was a very friendly driver and…,fudge was a very friendly driver and helped me with my golf clubs.,2023-02-15,5,Uber,False
1,https://www.trustpilot.com/users/63ef93f88f66370012aec472,PG,Paul G,US,2 days ago,True,https://www.trustpilot.com/reviews/63ef93fa9b64b1bdaf5a753d,Prompt,"prompt, very affordable and courteous, safe and friendly driver.",2023-02-14,5,Uber,False
