# Reviews By User,User URL,State,Username,Country,Date Review Given,Invited,Review URL,Review Title,Review Body,Date of Experience,Rating,Company,Unfair
2,https://www.trustpilot.com/users/5fc985786e4e34001ad51918,CL,Charles Lloyd,US,14 hours ago,1,https://www.trustpilot.com/reviews/63f1a2256f3134764b6da977,Drivers are prompt,drivers are prompt we experienced a few drops but we were able to get another driver quickly  the vehicles were always clean and the drivers are always friendly and courteous,2023-02-18,5,Uber,0
1,https://www.trustpilot.com/users/63f0e6f419bcd900139b2496,JA,Jacquie,CA,A day ago,1,https://www.trustpilot.com/reviews/63f0e6f56f3134764b6d3bb9,Very Efficient,"drivers are always friendly and courteous quick and cost efficient way of getting to and from places
you dont have to wait long as well as knowing the drivers name make of car and license plate number",2023-02-17,5,Uber,0
2,https://www.trustpilot.com/users/61eddb2a80da8700133c2819,RH,ROBERT HUFF,US,4 hours ago,1,https://www.trustpilot.com/reviews/63f236f49b64b1bdaf5c2b85,Information prior to confirming,i would like to know the type of vehicle and driver before confirming the ride the pp told me the distance away but nothing about the vehicle or driver until confirmed,2023-02-17,3,Uber,1
1,https://www.trustpilot.com/users/63f0abc18f66370012af4c86,JS,JAY SHAH,US,A day ago,1,https://www.trustpilot.com/reviews/63f0abc36f3134764b6d0474,I like Uber because it's flexible.,"i like user because its flexible
but user offers very low money to drivers and they keep high percentage of money
user should provide insurance
user supports needs improvement and needs live support",2023-02-18,3,Uber,1
8,https://www.trustpilot.com/users/5f41f6532c7daf45ed3c2d8f,LP,Lewis Phillips (edibox),GB,4 days ago,0,https://www.trustpilot.com/reviews/63ed1e0b9b64b1bdaf589116,The future of transport,fixes many issues present by old taxi companies in recent months users prices have dropped to be more competitive too the only downside if any is drivers being pick and choose over the jobs the accept give also found the rating system to be somewhat flowed however this hasn been a huge issue,2023-02-14,4,Uber,1
1,https://www.trustpilot.com/users/63efddc3accb110014b71535,YV,Yvette_RN,KE,2 days ago,1,https://www.trustpilot.com/reviews/63efddc49b64b1bdaf5acda1,The driver ended the trip early and…,the driver ended the trip early and then at the end of the trip asked for more cash yet i had a discount when i was booking the ride however in the end i played the money that had been dismounted,2023-02-13,3,Uber,0
6,https://www.trustpilot.com/users/628424c9a98f560012d73847,SK,skynight ,US,5 days ago,0,https://www.trustpilot.com/reviews/63ec01b49b64b1bdaf579b8b,uber keep running late and it keep…,user keep running late and it keep saying ride booked penalizing driver details they need hire more user driver because this unbelievalale they can take break what ever they want ok i am trying to get to work because of this ok fix your cap user ok fix your cap now i running late to work because your user issue i never donna buy from user again it waste of my money fix your  dont buy user if they donna make you late again stay away from user so it the worst,2023-02-14,1,Uber,1
1,https://www.trustpilot.com/users/63f183bac6f557001360aaf5,VL,Vida Lake,US,16 hours ago,1,https://www.trustpilot.com/reviews/63f183bb6f3134764b6da430,Friendly driver,driver picked up my nephew and took him to school he was friendly but professional chatting about football to my nephew the whole time no complaints,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63f13db6c6f5570013608c8b,AR,Abe Rofaki,MA,A day ago,1,https://www.trustpilot.com/reviews/63f13db79b64b1bdaf5bb688,Great customer service,the driver showed up on time  and arrived on time to the destination he had a good  customer service which make the trip very comfortable,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63f0399d168cf6001228e07a,AF,Ana Fornis,US,2 days ago,1,https://www.trustpilot.com/reviews/63f0399f6f3134764b6cce25,"It was okay,the driver is good and…",it was okaythe driver is good and conversant and he see to it that i feel comfortable and he has even drinks in the car if i would like to drink or thirsty,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63ea1aac9683a10013932d43,LI,Lisa,US,6 days ago,0,https://www.trustpilot.com/reviews/63ea1abf9b64b1bdaf55ad4b,I ordered food from a restaurant,i ordered food from a restaurant the driver called and said they had no ice cream so i didn get my shake however i was charged for it i filed a claim and user replied i am not eligible for a refund bad in the restaurant and bad on user decided to read reviews on user i have decided that in closing my account and will never use their service again under any circumstances,2023-02-10,1,Uber,1
9,https://www.trustpilot.com/users/5f7493c6768a8b8d72cb7804,LC,Louise Cameron,GB,6 days ago,0,https://www.trustpilot.com/reviews/63ea22db745e480021a37c57,Booked a taxi on the app.,"booked a taxi on the pp
got in the taxi with the driver shown on the pp
the next day i notice £541 came out my bank account it was a cancellation fee

the user want canceled

i want it put back into my bank account not added to my wallet as i wont use this company again the driver came and there was no cancellation so you dont have a right to take my money

on going problem

i would avoid this scar",2023-02-10,1,Uber,1
1,https://www.trustpilot.com/users/63f2488a168cf6001229dd36,JH,Jim H....,US,2 hours ago,1,https://www.trustpilot.com/reviews/63f2488c9b64b1bdaf5c3a20,The driver was very informative of…,the driver was very information of things to do in hawaii  very polite and professional  car was clean and well maintained,2023-02-16,5,Uber,0
2,https://www.trustpilot.com/users/63edeb2eaccb110014b5cf75,AN,Andrew,GB,3 days ago,0,https://www.trustpilot.com/reviews/63edecfc381a83c560258f33,My driver cancelled at the last minute…,my driver canceled at the last minute so i had to get a new one which wasted my time a bit the new driver however was friendly think i might stick to other taxes in the future,2023-02-09,3,Uber,1
10,https://www.trustpilot.com/users/61854bd6afe9fd00120b37dc,JA,Jack,GB,"Feb 12, 2023",0,https://www.trustpilot.com/reviews/63e8b7499b64b1bdaf54bedb,Fine the drivers!,user allow the drivers to decide their journeys which means when in a busy city centre london longer journey don’t get taken as smaller shorter journey bring in more money drivers should be fined and customers given credit for cancellation just like the customer is fined if they cancel a journey,2023-02-10,1,Uber,1
1,https://www.trustpilot.com/users/63eb419398650000122dbce5,SL,Scott L,US,5 days ago,1,https://www.trustpilot.com/reviews/63eb41949b64b1bdaf56a92d,Not so good lately,the drivers are usually great but the last 2 times i’ve used user i have had a long wait and then the driver canceled on me really frustration saturday i waited more than 30 minutes to get a car in boston,2023-02-11,3,Uber,0
1,https://www.trustpilot.com/users/63efdacc264a800012fc0a2c,ΒΕ,Βαγγεληε Ευαγγελου,CY,2 days ago,1,https://www.trustpilot.com/reviews/63efdace9b64b1bdaf5acaa4,Most if the drivers they don't speak…,"most if the drivers they dont speak english even polish some of them they could not find my location point
pure service ",2023-02-08,1,Uber,1
1,https://www.trustpilot.com/users/63eda1434a27a00011157c1c,KO,Katja Otting,CA,4 days ago,1,https://www.trustpilot.com/reviews/63eda1449b64b1bdaf58eee0,This was my first experience with Uber,this was my first experience with user they sent me an estimate the car arrived as predicted and driver was friendly i would order up an user again,2023-02-12,5,Uber,0
2,https://www.trustpilot.com/users/63b89472a601950014536021,VP,Vanisha Prasad,NZ,3 days ago,0,https://www.trustpilot.com/reviews/63eef456745e480021a7c961,Would rate zero as I had a very nasty…,would rate zero as i had a very nasty experience with user today morning i took a cab for my child second day of school to drop him off it didn even take me two mind i had to say morning n stuff to the teachers as i can throw my child in school like that n come manage to come as quick as i can till then the driver was waiting as i booked returned home was well he drove far from where he dropped me i had to run to him n i was tired he shouted me as everyone was watching me saying i took he the extra time he threatened me please 🙏 dont use this service they abuse my day was ruined i had to return with him as i paid doubled the fare price they r frauds they show u amount but will charge more n more i got threatening from also now in very much scared as he has saw my address and child in feeling very scared n he also sounded racism as he said that y he dont anna do my race n culture peoples job please dont use this user rides for the sake of peace of mind this is how they make money,2023-02-16,1,Uber,0
1,https://www.trustpilot.com/users/63eda5374a27a00011157d1b,DP,Dianne Pieterse,US,4 days ago,1,https://www.trustpilot.com/reviews/63eda5399b64b1bdaf58efdc,Safe and helpful drivers,both drivers we had this week were very good they were personal and polite but also gave us a lot of information about las began that helped a lot,2023-02-10,5,Uber,0
1,https://www.trustpilot.com/users/63ef80b0264a800012fbc724,MI,Mitzie,US,2 days ago,0,https://www.trustpilot.com/reviews/63ef80cebbda676a51383b79,Uber is consistently making excess…,user is consistently making excess charges on trips i take and 90 of the times the drivers are just like the nasty company they are,2023-02-15,1,Uber,1
3,https://www.trustpilot.com/users/6331cfc995cad7001314c2b5,AW,Anita Willis,GB,4 days ago,1,https://www.trustpilot.com/reviews/63ed24b8745e480021a65cf8,Excellent service,each time i have used user both the car and driver were excellent car clean and comfortable driver polite and helpful excellent service overall,2023-02-12,5,Uber,0
2,https://www.trustpilot.com/users/5bbc9db94de5666d3439902a,LI,libby,US,17 hours ago,1,https://www.trustpilot.com/reviews/63f179839b64b1bdaf5bcfc0,Uber made it easy to get the ride I…,user made it easy to get the ride i needed and the driver was very pleasant with a clean vehicle,2023-02-17,5,Uber,0
7,https://www.trustpilot.com/users/58a519140000ff000a7801fd,EI,Eileen,US,2 days ago,1,https://www.trustpilot.com/reviews/63f017a59b64b1bdaf5af2aa,Very pleasant experience,i really can remember the drivers name but he was very pleasant and we had a very nice diploe during my ride,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63f1aaf1168cf60012299305,ER,ER,US,14 hours ago,1,https://www.trustpilot.com/reviews/63f1aaf36f3134764b6daac8,Great Ride,the driver was on time very pleasant and a defensive driver on crazy texas highways great job,2023-02-13,5,Uber,0
1,https://www.trustpilot.com/users/63eda5ab4a27a00011157d3e,CH,Charanjeet,US,4 days ago,1,https://www.trustpilot.com/reviews/63eda5ad745e480021a6b3d9,Car arrived within minutes,car arrived within minutes of requesting we were home from the airport in no time the driver drove safely so great experience overall,2023-02-14,5,Uber,0
1,https://www.trustpilot.com/users/63f0505f8f66370012af2ad1,AT,AT,US,2 days ago,1,https://www.trustpilot.com/reviews/63f050619b64b1bdaf5affcd,great Uber ride experience!!,anthony  provided us with a great user ride experience  he was very polite  clean car  great driver,2023-02-15,5,Uber,0
2,https://www.trustpilot.com/users/63b4e0e7e848690013bd940c,MW,Michele W,US,3 hours ago,1,https://www.trustpilot.com/reviews/63f239f29b64b1bdaf5c2dd8,The driver was friendly and on time,the driver was friendly and on time his vehicle was clean and he helped with my luggage,2023-02-18,5,Uber,0
1,https://www.trustpilot.com/users/63eff42a85a1390013375193,GL,George Lott,US,2 days ago,1,https://www.trustpilot.com/reviews/63eff42c9b64b1bdaf5ae097,Driver was on-time,driver was time commune was great geoffrey is professional and cares about the passengers safety,2023-02-16,5,Uber,0
2,https://www.trustpilot.com/users/62d727bbdccb180013b5f0ef,DK,Debbi Klein,US,5 days ago,1,https://www.trustpilot.com/reviews/63ec4ce89b64b1bdaf57b9c9,I had a great experience with Uber this…,i had a great experience with user this past weekend the drivers were prompt and friendly definitely will be using user in the future,2023-02-11,5,Uber,0
2,https://www.trustpilot.com/users/61a6181ff1e39a00125a4cf4,JS,Jack Scott,CA,2 days ago,1,https://www.trustpilot.com/reviews/63f0430e6f3134764b6cd016,Driver came immediately,driver came immediately  found our destination with no problem  he was polite and informed,2023-02-16,5,Uber,0
2,https://www.trustpilot.com/users/5e1efe91616781aba6817353,PH,Philip,AU,7 days ago,1,https://www.trustpilot.com/reviews/63e95327745e480021a30898,Really should have an age limit for vehicles,"really should have an age limit for vehicles

had user on friday and the car was very old and felt dangerous driver also missed with his phone while driving",2023-02-09,1,Uber,0
1,https://www.trustpilot.com/users/63f0cf6219bcd900139b1279,LB,Larry Barnes,US,A day ago,1,https://www.trustpilot.com/reviews/63f0cf639b64b1bdaf5b53cf,Great experience !,driver was prompt professional and extremely friendly  vehicle was clean and comfortable,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63ee639291f4280013a28aec,SB,S Brown,GB,3 days ago,1,https://www.trustpilot.com/reviews/63ee63939b64b1bdaf59a4fe,Great service,great service very fast friendly drivers i like that it shows you the car’s details and the driver,2023-02-13,5,Uber,0
1,https://www.trustpilot.com/users/63ee75398f66370012ae2060,SC,Sharon Cain,US,3 days ago,1,https://www.trustpilot.com/reviews/63ee753a745e480021a77c7f,Being able to know when our driver…,being able to know when our driver would arrive was helpful driver was very efficient and courteous,2023-02-13,5,Uber,0
1,https://www.trustpilot.com/users/63f1d46dc6f557001360bb9f,JD,Jenna Dwyer,AU,11 hours ago,1,https://www.trustpilot.com/reviews/63f1d46e6f3134764b6db5c5,Driver was on time,driver was on time  car was very clean driver drove save to the speed limit,2023-02-17,5,Uber,0
7,https://www.trustpilot.com/users/5f44be661f9113a50da16e35,JH,John  Hynes,GB,6 days ago,0,https://www.trustpilot.com/reviews/63ea09c4745e480021a35d2a,Uber have stolen my money and held it…,"user have stolen my money and held it captive on my user account which i’ll be meeting as soon as i use it…
tried to book an user yesterday but it kept strolling and strolling got fed up waiting and canceled it not one driver had excepted the request
order a bolt and it was excepted straight away and a wonderful friendly driver turned up and home i went
on reaching home i noticed an email from user stating a cancellation fee i went into the pp to retrieve my money and without a question asked they paid it back into my user account and said i can use it next time… i hardly use taxes anymore and it could be months before i get to use my money again how can that be legal to withhold someone’s money and keep it in their offer’s… outrageous and i’ll just bolt all the time or any other taxi service and bolt was actually two quid cheaper than the boiler room that is user use at your peril",2023-02-11,1,Uber,1
2,https://www.trustpilot.com/users/62828789a85f29001277047a,RE,Rebecca,CA,4 days ago,1,https://www.trustpilot.com/reviews/63ed56f19b64b1bdaf58d167,Driver was courteous and drove very…,driver was courteous and drove very smoothly car was lovely and clean all in all very positive experience,2023-02-13,5,Uber,0
4,https://www.trustpilot.com/users/55c64f4a0000ff0001d2b01e,VH,Vivian Howard,US,4 days ago,1,https://www.trustpilot.com/reviews/63ed6d55745e480021a6a34d,The driver was prompt and courteous,"the driver was prompt and courteous
and was in position when the user pp
gave estimated time of arrival",2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63f1ff2c2c3e940012e8ac8a,JG,John Garcia,US,8 hours ago,1,https://www.trustpilot.com/reviews/63f1ff2e6f3134764b6dd444,Excellent Service,driver was safe and got me to my destination in a good amount of time,2023-02-18,5,Uber,0
1,https://www.trustpilot.com/users/63ef2286264a800012fb8096,LJ,lisa J,US,2 days ago,1,https://www.trustpilot.com/reviews/63ef22889b64b1bdaf5a1614,User friendly app,user friendly pp never a long wait time for a ride drivers are pleasant cars are clean,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63eefb4a815c9d001239b651,KL,Ken Libertoff,US,3 days ago,1,https://www.trustpilot.com/reviews/63eefb4b745e480021a7caec,The driver was friendly,the driver was friendly professional and engaging he made the drive safely and pleasant,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63f0a7398f66370012af497a,BH,Brandi Haskins,US,A day ago,1,https://www.trustpilot.com/reviews/63f0a73b6f3134764b6d001c,I love using Uber!,i love using user the drivers are amazing the pp is very easy to use also,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63eff5f1264a800012fc191a,JC,Jeffrey Carstens,US,2 days ago,1,https://www.trustpilot.com/reviews/63eff5f39b64b1bdaf5ae1cf,Everything went as well as possible,everything went as well as possible pricking driver car communication etc,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63f22e6e8f66370012b014d7,CG,Carol Godwin,US,4 hours ago,1,https://www.trustpilot.com/reviews/63f22e706f3134764b6df710,Great on time service,great on time service friendly drivers and easy to book rides,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63f04864c6f55700136000b3,DC,DC,US,2 days ago,1,https://www.trustpilot.com/reviews/63f048666f3134764b6cd118,Uber have been the best value by far in Ride Share,"1 the friendliness of the driver
2 the business of using the user pp",2023-02-17,5,Uber,0
1,https://www.trustpilot.com/users/63eee8838f66370012ae5ce3,GR,Gini Rispress,US,3 days ago,1,https://www.trustpilot.com/reviews/63eee884745e480021a7c6a2,Reasonable price and was fast,reasonable price and was fast driver was friendly and the car was clean and fresh,2023-02-13,5,Uber,0
1,https://www.trustpilot.com/users/63efef5bc6f55700135fdacb,JC,John Campbell,US,2 days ago,1,https://www.trustpilot.com/reviews/63efef5c6f3134764b6caf94,Quick arrival time,quick arrival time very pleasant driver  got to my destination early,2023-02-17,5,Uber,0
1,https://www.trustpilot.com/users/63effda819bcd900139ab4d6,WW,Woody Woodruff,US,2 days ago,1,https://www.trustpilot.com/reviews/63effdaa9b64b1bdaf5ae6eb,The App is outstanding,the pp is outstanding the drivers are always on time and drive safe,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63eaa4ca6447140016cfbc3d,ML,Michel Levy,US,6 days ago,1,https://www.trustpilot.com/reviews/63eaa4cb9b64b1bdaf5663f4,The drivers I interacted with were…,the drivers i interested with were pleasant and the vehicles were clean and the one driver had pleasant music,2023-02-10,5,Uber,0
1,https://www.trustpilot.com/users/63e9044e0973130012d55109,OC,oliver clarke,US,"Feb 12, 2023",1,https://www.trustpilot.com/reviews/63e904509b64b1bdaf54fb68,The app runs smoothly on problem is to…,the pp runs smoothly on problem is to navigable to the screen that shows the driver coming to your pick up  it should be smoother,2023-02-11,4,Uber,1
1,https://www.trustpilot.com/users/63eb4cf029a798001556b6a5,ML,May Lim,AU,5 days ago,1,https://www.trustpilot.com/reviews/63eb4cf19b64b1bdaf56b4da,Great driver helping with luggages,"unlike the driver we got previously
patompong helped us to carry the luggage in  out of the car",2023-02-11,5,Uber,0
1,https://www.trustpilot.com/users/63e9c1459683a1001392f953,SH,Sonya Hooper,NZ,7 days ago,1,https://www.trustpilot.com/reviews/63e9c147745e480021a32b61,Chatted with my driver,"chatted with my driver he was amazing new to user 
he was at my door within 2 mind i was most impressed",2023-02-12,5,Uber,0
2,https://www.trustpilot.com/users/58c728520000ff000a813f4a,LP,LP,US,17 hours ago,1,https://www.trustpilot.com/reviews/63f174d16f3134764b6da0d7,Driver was courteous,driver was courteous was there on time as expected,2023-02-17,5,Uber,0
1,https://www.trustpilot.com/users/63eea087f71b2300172307e5,JR,Judith Reed,US,3 days ago,1,https://www.trustpilot.com/reviews/63eea0899b64b1bdaf59e456,My driver,my driver among was very polite  helpful it was much appreciated,2023-02-15,5,Uber,0
3,https://www.trustpilot.com/users/5c2ccdcd1e51fb7f76bca060,RO,Robert,US,A day ago,1,https://www.trustpilot.com/reviews/63f0e0ba6f3134764b6d35fc,Driver was on time so very friendly.,"driver was on time so very friendly
everything was smooth",2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63ee6ec829a798001558b9a5,GM,Garry Mckenzie,US,3 days ago,1,https://www.trustpilot.com/reviews/63ee6ec9745e480021a774ed,Fudge was a very friendly driver and…,judge was a very friendly driver and helped me with my golf clubs,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63ef93f88f66370012aec472,PG,Paul G,US,2 days ago,1,https://www.trustpilot.com/reviews/63ef93fa9b64b1bdaf5a753d,Prompt,prompt very unfordable and courteous safe and friendly driver,2023-02-14,5,Uber,0
2,https://www.trustpilot.com/users/63211158ba79f900122ea525,EV,Edna V Buckland,US,7 hours ago,1,https://www.trustpilot.com/reviews/63f20dce9b64b1bdaf5c0cc6,Very good experience,very good experience the driver was pleasant,2023-02-19,5,Uber,0
1,https://www.trustpilot.com/users/63effa88e9b29900172d027e,MI,Martin Iverson,US,2 days ago,1,https://www.trustpilot.com/reviews/63effa8a6f3134764b6cb768,Excellent driver and vehicle exceeded…,excellent driver and vehicle exceeded expectations,2023-02-17,5,Uber,0
1,https://www.trustpilot.com/users/63f19a5d168cf60012298fe8,CP,Cynthia Pompa,US,15 hours ago,1,https://www.trustpilot.com/reviews/63f19a5e6f3134764b6da837,On time,on time clean car and very nice driver,2023-02-17,5,Uber,0
1,https://www.trustpilot.com/users/63f01fc3168cf6001228d7ca,AR,Alan Ronan,US,2 days ago,1,https://www.trustpilot.com/reviews/63f01fc46f3134764b6cc7d6,Great driver,very friendly polite driver very efficient,2023-02-15,5,Uber,0
1,https://www.trustpilot.com/users/63f148d8168cf600122972a5,JD,judith digiovanna,US,21 hours ago,1,https://www.trustpilot.com/reviews/63f148da9b64b1bdaf5bbd8d,timely professional great uber,timely professional courteous driver,2023-02-15,4,Uber,0
3,https://www.trustpilot.com/users/616a3f3df162b10012422126,JD,Jorge Dossantos,US,4 days ago,1,https://www.trustpilot.com/reviews/63ed87309b64b1bdaf58e87f,Very nice experience !!!,excellent driver named shirt very friendly and respectful,2023-02-12,4,Uber,0
6,https://www.trustpilot.com/users/58d1a0980000ff000a841acc,DE,Debbie,US,6 hours ago,1,https://www.trustpilot.com/reviews/63f215256f3134764b6de439,quick response,quick response very pleasant driver,2023-02-17,5,Uber,0
3,https://www.trustpilot.com/users/57ed3c3c0000ff000a48f1f8,SI,"Shawna in Key West, Florida",US,17 hours ago,0,https://www.trustpilot.com/reviews/63f174836f3134764b6da0c3,"Uber, doesn't have customer service.","user

i would have agreed to the driver cancellation fee if the driver moved in my direction my driver stayed marked
the fee is collected for drivers that are en route to the destination not drivers who stayed marked technically and legally i was charged wrongly technology can track drivers movements and only charge if the driver in route
i feel slammed
i was forced to look for another ride because this one did not attempt to come

in addition when user says agree to this ride i agreed to be picked up in 6 min as stated
if the car is en route and takes longer than 6 min even because of natural causes then you are in default of our contract
you​​ re misleading customers with false time expectations
this is false advertising you are pricking them into agreeing to ride based on false data false advertising is criminal

it is also severely ethical to not have a customer support line when people are at riding with strangers you hire from the web

i expect the fee to be refused please take care of this corrupt business practice appropriately and inform me of the steps you took to ensure the protection of other riders

i feel like this story needs to be shared with the public i will research lawsuit against users unfair business practices and join the mission and help others join

user do better

in addition to the criminal acts reported here i feel there are more scandalous crimes within your company by c bosses who benefit from undertaking explaining embezzling and using company resources for personal gain

these pyramid business models are dying and every cross will have to pay his spiritual debts
they will not be allowed in the kingdoms of higher souls they will not ascend they will be left behind and not join the others around them are awakening and ascending

they will remain on earth forced to learn painful lessons until their parma is finally balanced

justice is always served

g lovette

hi there

you contracted an email address that is not monitor and so your request has not reached our support team

the quickest way to contact support is by visiting helpubercom or tapping help in your user pp menu once there choose the option that best corresponds to your issue

wed love to help out and look forward to hearing from you

user support",2023-02-17,1,Uber,1
1,https://www.trustpilot.com/users/63e849f2f1a96d0011965c90,DT,Debbi Thomas,US,"Feb 11, 2023",1,https://www.trustpilot.com/reviews/63e849f39b64b1bdaf549968,Kia was a very competent and safe…,"kit was a very competent and safe driver
i appreciate his professionalism",2023-02-09,5,Uber,0
1,https://www.trustpilot.com/users/63ebde2c1dd12d00152f220a,JC,John Clarkson,US,5 days ago,1,https://www.trustpilot.com/reviews/63ebde2e9b64b1bdaf5776dd,Daniel was very cool and a good driver,daniel was very cool and a good driver no complaints,2023-02-12,5,Uber,0
1,https://www.trustpilot.com/users/63f16bfb2c3e940012e88213,CF,Caroline Fijan,US,18 hours ago,1,https://www.trustpilot.com/reviews/63f16bfc6f3134764b6d9e76,Loved being able to secure time of pick up.,good service nice drivers,2023-02-16,5,Uber,0
1,https://www.trustpilot.com/users/63ed8a668f66370012ad8a39,RR,Rita Rangel,US,4 days ago,1,https://www.trustpilot.com/reviews/63ed8a679b64b1bdaf58e954,Great driver,great driver friendly clean car   puncture,2023-02-15,5,Uber,0
